,round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation,batch_size,dropout,emb_output_dims,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,losses,lr,optimizer,shapes,weight_regulizer,eval_f1score_mean,eval_f1score_std
19,200,1.4460901277405875,0.8190476298332214,0.516836696437427,0.004649147257398272,0.9979550103468398,0.9972113659776793,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
20,200,0.06122500971624894,0.8285714387893677,0.46343534333365305,4.924452962857831e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
21,200,0.061187464178406765,0.8380952477455139,0.5639455403600421,3.151952083170254e-05,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
22,200,0.053000770683865994,0.8619047701358795,0.557312895144735,2.5610616740147407e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
23,200,0.06959066194083009,0.8190476298332214,0.45748295954295565,0.0008996669126545975,0.9979550103468398,0.9976403877779019,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
24,200,0.06738862727901765,0.8095238208770752,0.46071425293173107,0.0010130539755949318,0.9979550103468398,0.9965916711128563,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
25,200,0.0561061993524033,0.8619047701358795,0.6138527776513781,1.4674565839637382e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
26,200,0.06420502801691848,0.8333333432674408,0.5149659493139812,1.4225154405021441e-05,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
27,200,0.06166921904410368,0.842857152223587,0.5416666269302368,0.0009520676444798497,0.9979550103468398,0.9649430308605265,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
28,200,0.06854979763946696,0.8190476298332214,0.48826526956898825,0.00042639553343269985,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
29,200,0.06743435782846063,0.8285714387893677,0.5044423512050084,0.0009518390072364023,0.9979550103468398,0.9672801509225295,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
30,200,0.8812803208961019,0.842857152223587,0.5373788539852414,0.0007276908152874565,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
31,200,1.0117496861494146,0.842857152223587,0.5337301194667816,6.0217929420250136e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
32,200,0.9186899254896811,0.8238095343112946,0.45901356850351605,0.0005335031512193918,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
33,200,1.1739722286750163,0.8333333432674408,0.48044214291231974,0.0001232130362459541,1.0,0.9693251259487831,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
34,200,1.0281214104034007,0.8380952477455139,0.5178571066686085,0.00020167019771357735,1.0,0.9693251478891431,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
35,200,1.2375715395568736,0.8047619163990021,0.4687074529273169,0.00021341504781924588,1.0,0.9815950810543599,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
36,200,1.082586525806359,0.8095238208770752,0.41989793309143614,0.00019652373342130417,1.0,0.9815950920245399,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
37,200,1.3299078006031257,0.8285714387893677,0.561415142246655,0.004321635611697353,0.9979550103468398,0.9956178665161133,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
38,200,1.063099704682827,0.8476190567016602,0.45249430409499575,0.0040424283269945545,0.9979550103468398,0.9772129585406532,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
39,200,1.041533358927284,0.8714285790920258,0.6129818175520215,0.0001180269420221264,1.0,0.969325136918963,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
40,200,0.05923197846693386,0.8476190567016602,0.5083333083561489,1.8482925067241586e-05,1.0,0.9386503012633762,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
41,200,0.05669090278180582,0.8380952477455139,0.5195011049509048,0.0006198022507663353,1.0,0.9386502848081062,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
42,200,0.059773427983080704,0.842857152223587,0.5307822780949729,0.00021977695366956945,1.0,0.9693251478891431,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
43,200,0.06479776637362582,0.8047619163990021,0.4789115254368101,5.8202411127116715e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
44,200,0.054540524857917,0.8523809611797333,0.5122448716844831,6.9755719143492784e-06,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
45,200,0.06220254574769309,0.8380952477455139,0.5278911164828709,1.0168747394154988e-05,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
46,200,0.06289397080295853,0.8285714387893677,0.5464285314083099,1.0063677290420916e-05,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
47,200,0.06487593185946545,0.8333333432674408,0.4770047111170633,0.0006094705426582484,0.9979550103468398,0.9956178555459333,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
48,200,0.0688119083199256,0.8285714387893677,0.45765302436692373,1.3884591140037873e-05,1.0,0.9815950700841798,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
49,200,0.06197433320894114,0.8380952477455139,0.5350339753287179,0.0008880912853726174,0.9979550103468398,0.9965916765979462,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
50,200,0.9924802796116897,0.8238095343112946,0.4560296492917197,0.0003146926633486213,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
51,200,1.1242704287703549,0.8285714387893677,0.4894557424954006,5.6570769462921624e-05,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
52,200,0.9209898807374495,0.8333333432674408,0.5413264908960888,0.0011434702862474285,1.0,0.9693251478891431,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
53,200,1.2536335759796202,0.8095238208770752,0.4615645983389446,0.00015229267616871103,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
54,200,0.8958026438818446,0.8333333432674408,0.5377550593444279,0.00021645445587324905,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
55,200,1.4004151161227907,0.7952381074428558,0.4465986064502171,0.00023350210567186488,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
56,200,1.0548248525176729,0.8333333432674408,0.5264945008925029,0.0029498139109333586,0.9979550103468398,0.9938650036150692,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
57,200,1.4002587611653976,0.8190476298332214,0.4752834162541798,0.0004115242425676121,1.0,0.9693251314338731,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
58,200,1.3284758632736546,0.8047619163990021,0.43015869706869125,0.00016403577137401272,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
59,200,1.2725383499637246,0.8619047701358795,0.5991496273449489,0.00012723283684849468,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
60,200,0.061643273303551335,0.8142857253551483,0.4704081245831081,9.269314465239354e-06,1.0,0.9693251391129991,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
61,200,0.0588088526523539,0.8333333432674408,0.5586734265089035,0.0007033443156869562,0.9979550103468398,0.9965916656277662,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
62,200,0.062182114126959016,0.8190476298332214,0.5085806591170174,1.2601324033695873e-05,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
63,200,0.061191081701378734,0.8380952477455139,0.5448979160615376,1.4315841377717587e-05,1.0,0.9693251445980892,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
64,200,0.056309240005378215,0.8523809611797333,0.5048752469675881,3.999410650036808e-05,1.0,0.9999999670894599,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
65,200,0.061948089161887765,0.842857152223587,0.540986350604466,3.7185131940025614e-05,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
66,200,0.0666531639373196,0.8047619163990021,0.4115079087870462,1.720416718751677e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
67,200,0.06673448166943022,0.842857152223587,0.5208049544266292,0.0006212822785266204,0.9979550103468398,0.9956178610310232,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
68,200,0.06104021530232525,0.842857152223587,0.5489795612437385,9.29905584651259e-06,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
69,200,0.07367431944502252,0.8238095343112946,0.5190475774662835,0.0011446086169215376,0.9979550103468398,0.9965916733068922,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
70,200,0.893198629042932,0.8380952477455139,0.4994897586958749,0.0002676648644164799,1.0,1.0,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
71,200,1.2624786075736796,0.8047619163990021,0.4033446375812803,0.00025383688471321286,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
72,200,0.9101944114746792,0.8190476298332214,0.4725262480122702,0.00010451863252238342,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
73,200,1.2327494312609946,0.7904762029647827,0.4310657275574548,0.00017929280922469095,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
74,200,1.0708409691495555,0.8190476298332214,0.4828797834260123,0.00011423330393613943,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
75,200,1.0706318680646032,0.8380952477455139,0.51292513523783,0.0003407208881300479,1.0,0.9693251391129991,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
76,200,0.9807534558432442,0.8238095343112946,0.5018707088061741,9.952368335873374e-05,1.0,0.9999999747685859,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
77,200,1.2681743672915868,0.8333333432674408,0.467403592807906,4.053019604563893e-05,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
78,200,1.0370772943965025,0.8238095343112946,0.49013602307864595,3.437759445495447e-05,1.0,1.0,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
79,200,1.2745046647531646,0.8333333432674408,0.535204046538898,0.00014932194399024093,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,64,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
80,200,0.058616465622825284,0.8285714387893677,0.4707482691322054,8.305888937221241e-06,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
81,200,0.06489333477137345,0.8285714387893677,0.5205215002809253,3.5343360170904234e-05,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
82,200,0.05392263627644362,0.8619047701358795,0.6195577766214099,1.2445547169306443e-05,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,200,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
